customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00171,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.82,6104.71,Yes
CUST-00172,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),88.53,5388.46,No
CUST-00173,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.43,1191.49,No
CUST-00174,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.02,3961.55,No
CUST-00175,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),81.02,410.17,No
CUST-00176,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.26,4141.29,No
CUST-00177,Male,0,No,No,41,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),55.93,2276.19,No
CUST-00178,Female,0,No,Yes,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),63.99,450.62,No
CUST-00179,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,102.36,1003.21,No
CUST-00180,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),90.72,3716.93,No
CUST-00181,Male,1,No,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,72.12,3778.15,No
CUST-00182,Male,0,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,55.18,823.14,No
CUST-00183,Female,0,No,Yes,35,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,69.21,2404.66,No
CUST-00184,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.66,130.31,No
CUST-00185,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.09,178.61,No
CUST-00186,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),58.75,2452.12,No
CUST-00187,Male,0,No,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.13,3378.1,Yes
CUST-00188,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.02,1010.84,No
CUST-00189,Male,0,Yes,No,66,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.26,3044.37,Yes
CUST-00190,Female,1,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.65,766.81,No
CUST-00191,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,53.32,1251.6,No
CUST-00192,Female,1,Yes,No,62,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,71.53,4400.98,No
CUST-00193,Male,1,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.01,71.47,No
CUST-00194,Female,1,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,1065.76,Yes
CUST-00195,Male,0,No,No,69,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,90.63,6233.64,No
CUST-00196,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.34,484.37,No
CUST-00197,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.04,212.22,No
CUST-00198,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,61.32,3024.79,No
CUST-00199,Female,1,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.22,2402.17,No
CUST-00200,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.5,3971.84,No
CUST-00201,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.87,819.34,No
CUST-00202,Male,0,No,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),86.82,4102.92,No
CUST-00203,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),87.79,1489.94,No
CUST-00204,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.12,2018.06,No
CUST-00205,Male,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),70.09,860.42,No
CUST-00206,Female,1,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,93.34,960.82,No
CUST-00207,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.47,152.87,No
CUST-00208,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1168.32,No
CUST-00209,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,95.18,492.07,No
CUST-00210,Male,1,Yes,No,37,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63.22,2337.46,No
CUST-00211,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.6,763.32,No
CUST-00212,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.06,305.11,Yes
CUST-00213,Male,0,Yes,No,61,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,49.47,3003.19,No
CUST-00214,Female,1,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,58.34,2082.57,No
CUST-00215,Male,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.37,575.66,No
CUST-00216,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,99.26,885.05,No
CUST-00217,Male,1,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,79.33,4028.28,Yes
CUST-00218,Male,0,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.42,3526.36,No
CUST-00219,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,66.84,1979.08,No
CUST-00220,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.3,2807.95,Yes
CUST-00221,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),93.49,198.77,No
CUST-00222,Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.79,133.25,Yes
CUST-00223,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),66.52,2577.51,No
CUST-00224,Female,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.45,590.39,No
CUST-00225,Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.82,437.19,No
CUST-00226,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,81.92,2207.93,No
CUST-00227,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,86.16,3802.44,No
CUST-00228,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.0,438.95,No
CUST-00229,Male,1,Yes,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.18,1973.78,No
CUST-00230,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,414.84,No
CUST-00231,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),77.86,3739.95,No
CUST-00232,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),91.41,269.23,Yes
CUST-00233,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,96.51,6477.5,No
CUST-00234,Male,0,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),62.2,2494.32,No
CUST-00235,Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.83,429.8,No
CUST-00236,Female,0,No,No,55,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.14,5123.52,Yes
CUST-00237,Male,0,Yes,No,68,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),54.51,3719.63,No
CUST-00238,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),94.47,375.18,No
CUST-00239,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,232.23,No
CUST-00240,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,188.44,No
CUST-00241,Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,85.94,400.37,Yes
CUST-00242,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.27,3850.04,Yes
CUST-00243,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),79.57,1087.65,No
CUST-00244,Female,0,No,No,27,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,71.76,1919.81,No
CUST-00245,Male,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.05,1281.57,Yes
CUST-00246,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.76,3741.86,Yes
CUST-00247,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.54,886.07,No
CUST-00248,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.04,437.47,No
CUST-00249,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.72,1436.93,No
CUST-00250,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.32,137.58,No
CUST-00251,Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,94.44,4805.71,No
CUST-00252,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,874.54,Yes
CUST-00253,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.91,1974.02,No
CUST-00254,Female,1,Yes,No,61,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.37,3143.36,No
CUST-00255,Male,0,No,No,65,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.13,3258.26,No
CUST-00256,Female,1,Yes,Yes,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,60.26,285.71,No
CUST-00257,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.31,4445.29,No
CUST-00258,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.14,1394.17,No
CUST-00259,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,66.35,3760.48,No
CUST-00260,Female,0,Yes,No,59,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),60.37,3538.9,No
CUST-00261,Male,1,No,No,40,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,60.13,2406.85,Yes
CUST-00262,Male,0,Yes,No,63,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.77,6966.52,Yes
CUST-00263,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,1062.66,No
CUST-00264,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,97.95,3728.96,No
CUST-00265,Female,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,79.09,1049.74,No
CUST-00266,Male,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.15,689.27,No
CUST-00267,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,79.25,5157.87,Yes
CUST-00268,Female,1,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,82.22,1161.56,No
CUST-00269,Female,1,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.74,5478.75,Yes
CUST-00270,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,228.21,No
CUST-00271,Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.67,3615.06,No
CUST-00272,Male,1,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.77,921.09,No
CUST-00273,Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),72.1,971.82,Yes
CUST-00274,Male,0,No,No,34,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,66.11,2253.75,No
CUST-00275,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,90.97,909.35,Yes
CUST-00276,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.36,549.04,No
CUST-00277,Female,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.97,1771.5,Yes
CUST-00278,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.76,39.85,Yes
CUST-00279,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),82.53,5217.52,No
CUST-00280,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),92.37,4523.55,No
CUST-00281,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.46,1198.66,No
CUST-00282,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),59.06,1210.18,No
CUST-00283,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,71.26,4907.42,No
CUST-00284,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),88.62,1595.8,No
CUST-00285,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.1,2738.11,Yes
CUST-00286,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),73.55,157.39,No
CUST-00287,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,1178.39,No
CUST-00288,Female,1,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),68.14,3507.33,No
CUST-00289,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.28,230.18,Yes
CUST-00290,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),86.24,4105.73,No
CUST-00291,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,263.15,No
CUST-00292,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.53,3228.98,Yes
CUST-00293,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.59,2781.78,Yes
CUST-00294,Female,1,No,Yes,67,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.02,5891.31,Yes
CUST-00295,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.47,1763.03,No
CUST-00296,Female,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.9,19.0,No
CUST-00297,Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),60.49,1915.42,No
CUST-00298,Male,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,40.11,2691.24,No
CUST-00299,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.41,5160.82,Yes
CUST-00300,Male,1,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,86.15,356.54,No
CUST-00301,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),97.65,289.22,No
CUST-00302,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.72,4143.48,Yes
CUST-00303,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,49.13,2552.12,No
CUST-00304,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,44.79,1801.14,No
CUST-00305,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,81.89,512.4,No
CUST-00306,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,350.34,Yes
CUST-00307,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.38,4162.38,No
CUST-00308,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,92.07,918.67,Yes
CUST-00309,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,287.12,No
CUST-00310,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.0,818.84,No
CUST-00311,Female,1,No,No,53,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.86,4402.87,No
CUST-00312,Male,0,No,Yes,60,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.03,3672.34,No
CUST-00313,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.06,3006.28,No
CUST-00314,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.5,2937.94,No
